INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182069849,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,821,,31-08-2018 02:29,2018,8,Friday,2,Part Three,MESHAKA ST,42.25764997,-71.1602938,"(42.25764997, -71.16029380)"
I182069848,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,914,,31-08-2018 02:26,2018,8,Friday,2,Part Two,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I182069848,1402,Vandalism,VANDALISM,C6,914,,31-08-2018 02:26,2018,8,Friday,2,Part Two,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I182069846,301,Robbery,ROBBERY - STREET,A1,111,,31-08-2018 02:15,2018,8,Friday,2,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182069846,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,31-08-2018 02:15,2018,8,Friday,2,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182069844,3115,Investigate Person,INVESTIGATE PERSON,E13,577,,31-08-2018 01:30,2018,8,Friday,1,Part Three,ARCADIA ST,42.31617241,-71.1004835,"(42.31617241, -71.10048350)"
I182069842,3410,Towed,TOWED MOTOR VEHICLE,A1,118,,31-08-2018 02:14,2018,8,Friday,2,Part Three,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182069842,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,A1,118,,31-08-2018 02:14,2018,8,Friday,2,Part Two,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I182069841,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,93,,31-08-2018 02:00,2018,8,Friday,2,Part Three,BLACKSTONE ST,42.36165196,-71.05630529,"(42.36165196, -71.05630529)"
I182069838,3111,License Violation,LICENSE PREMISE VIOLATION,, ,,31-08-2018 01:46,2018,8,Friday,1,Part Three,STOUGHTON,-1,-1,"(-1.00000000, -1.00000000)"
I182069837,1402,Vandalism,VANDALISM,E13,640,,31-08-2018 00:39,2018,8,Friday,0,Part Two,LAMARTINE ST,42.31348241,-71.10726366,"(42.31348241, -71.10726366)"
I182069836,3115,Investigate Person,INVESTIGATE PERSON,C11,242,,31-08-2018 00:10,2018,8,Friday,0,Part Three,BAKERSFIELD ST,42.31674327,-71.06104741,"(42.31674327, -71.06104741)"
I182069835,3301,Verbal Disputes,VERBAL DISPUTE,B2,281,,31-08-2018 00:03,2018,8,Friday,0,Part Three,WARREN ST,42.32692266,-71.08313475,"(42.32692266, -71.08313475)"
I182069834,3114,Investigate Property,INVESTIGATE PROPERTY,B2,601,,30-08-2018 23:48,2018,8,Thursday,23,Part Three,SAINT ALPHONSUS ST,42.33364098,-71.1008891,"(42.33364098, -71.10088910)"
I182069833,423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,571,,31-08-2018 00:01,2018,8,Friday,0,Part One,WASHINGTON ST,42.31190641,-71.10213227,"(42.31190641, -71.10213227)"
I182069831,3115,Investigate Person,INVESTIGATE PERSON,D14,806,,31-08-2018 00:12,2018,8,Friday,0,Part Three,WAVERLY ST,42.36071669,-71.14290976,"(42.36071669, -71.14290976)"
I182069830,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,69,,30-08-2018 19:05,2018,8,Thursday,19,Part One,CHESTNUT ST,42.35633009,-71.07291995,"(42.35633009, -71.07291995)"
I182069829,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,30-08-2018 17:16,2018,8,Thursday,17,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I182069828,3111,License Violation,LICENSE PREMISE VIOLATION,C6,205,,31-08-2018 00:32,2018,8,Friday,0,Part Three,SUMMER ST,42.3505326,-71.05109553,"(42.35053260, -71.05109553)"
I182069827,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,366,,30-08-2018 23:37,2018,8,Thursday,23,Part Three,ADAMS ST,42.29108353,-71.05692998,"(42.29108353, -71.05692998)"
I182069825,3114,Investigate Property,INVESTIGATE PROPERTY,B2,282,,31-08-2018 00:13,2018,8,Friday,0,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182069824,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,402,,30-08-2018 23:19,2018,8,Thursday,23,Part Two,WASHINGTON ST,42.28277895,-71.07135525,"(42.28277895, -71.07135525)"
I182069823,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,102,,30-08-2018 22:42,2018,8,Thursday,22,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I182069822,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,466,,30-08-2018 22:44,2018,8,Thursday,22,Part Two,COURTLAND RD,42.28630083,-71.09447003,"(42.28630083, -71.09447003)"
I182069821,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,30-08-2018 23:22,2018,8,Thursday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
I182069820,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,30-08-2018 20:15,2018,8,Thursday,20,Part One,COMMONWEALTH AVE,42.34883961,-71.09089641,"(42.34883961, -71.09089641)"
I182069819,2647,Other,THREATS TO DO BODILY HARM,A1,115,,30-08-2018 22:31,2018,8,Thursday,22,Part Two,ATLANTIC AVE,42.35083019,-71.05641803,"(42.35083019, -71.05641803)"
I182069818,3111,License Violation,LICENSE PREMISE VIOLATION,A1,84,,30-08-2018 23:03,2018,8,Thursday,23,Part Three,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)"
I182069815,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,344,,30-08-2018 21:56,2018,8,Thursday,21,Part Two,CORONA ST,42.30146198,-71.0689596,"(42.30146198, -71.06895960)"
I182069814,3111,License Violation,LICENSE PREMISE VIOLATION,A1,88,,30-08-2018 22:44,2018,8,Thursday,22,Part Three,HANOVER ST,42.364924,-71.05331772,"(42.36492400, -71.05331772)"
I182069812,3115,Investigate Person,INVESTIGATE PERSON,D4,137,,30-08-2018 19:44,2018,8,Thursday,19,Part Three,NEWBURY ST,42.35059717,-71.07881031,"(42.35059717, -71.07881031)"
I182069811,311,Robbery,ROBBERY - COMMERCIAL,C11,333,,30-08-2018 21:59,2018,8,Thursday,21,Part One,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I182069810,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,67,,30-08-2018 21:10,2018,8,Thursday,21,Part One,JOY ST,42.35933482,-71.06503816,"(42.35933482, -71.06503816)"
I182069807,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,766,,20-08-2018 08:30,2018,8,Monday,8,Part Three,FALKLAND ST,42.35442573,-71.15822281,"(42.35442573, -71.15822281)"
I182069806,3207,Property Found,PROPERTY - FOUND,B2,282,,30-08-2018 22:02,2018,8,Thursday,22,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182069805,3301,Verbal Disputes,VERBAL DISPUTE,C11,250,,30-08-2018 20:51,2018,8,Thursday,20,Part Three,SAVIN HILL AVE,42.31248165,-71.04829028,"(42.31248165, -71.04829028)"
I182069804,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,248,,30-08-2018 21:32,2018,8,Thursday,21,Part Three,AUCKLAND ST,42.31350738,-71.05582963,"(42.31350738, -71.05582963)"
I182069802,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,472,,30-08-2018 20:10,2018,8,Thursday,20,Part Three,MESSINGER ST,42.27258654,-71.09805087,"(42.27258654, -71.09805087)"
I182069801,3301,Verbal Disputes,VERBAL DISPUTE,B2,291,,30-08-2018 21:23,2018,8,Thursday,21,Part Three,ANITA TER,42.32978344,-71.09480008,"(42.32978344, -71.09480008)"
I182069800,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C6,207,,30-08-2018 18:53,2018,8,Thursday,18,Part Three,TERMINAL ST,42.34386088,-71.03623771,"(42.34386088, -71.03623771)"
I182069799,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,794,,30-08-2018 19:00,2018,8,Thursday,19,Part One,PARK VALE AVE,42.35182446,-71.13313369,"(42.35182446, -71.13313369)"
I182069798,613,Larceny,LARCENY SHOPLIFTING,A1,102,,30-08-2018 20:08,2018,8,Thursday,20,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I182069797,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,457,,26-08-2018 04:00,2018,8,Sunday,4,Part One,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I182069796,311,Robbery,ROBBERY - COMMERCIAL,E18,525,,30-08-2018 20:14,2018,8,Thursday,20,Part One,NEPONSET VALLEY PKWY,42.23603929,-71.12718154,"(42.23603929, -71.12718154)"
I182069795,1402,Vandalism,VANDALISM,C11,388,,30-08-2018 00:30,2018,8,Thursday,0,Part Two,BROOKVALE ST,42.27914992,-71.06473356,"(42.27914992, -71.06473356)"
I182069794,3115,Investigate Person,INVESTIGATE PERSON,E18,496,,30-08-2018 20:02,2018,8,Thursday,20,Part Three,THATCHER ST,42.26628086,-71.1195116,"(42.26628086, -71.11951160)"
I182069793,616,Larceny,LARCENY THEFT OF BICYCLE,A1,97,,30-08-2018 18:15,2018,8,Thursday,18,Part One,SCHOOL ST,42.3575462,-71.05881953,"(42.35754620, -71.05881953)"
I182069792,3410,Towed,TOWED MOTOR VEHICLE,A1,105,,30-08-2018 19:29,2018,8,Thursday,19,Part Three,ARCH ST,42.35487365,-71.05861218,"(42.35487365, -71.05861218)"
I182069790,3114,Investigate Property,INVESTIGATE PROPERTY,E13,508,,30-08-2018 20:16,2018,8,Thursday,20,Part Three,HYDE PARK AVE,42.29546039,-71.11649504,"(42.29546039, -71.11649504)"
I182069788,2647,Other,THREATS TO DO BODILY HARM,C6,958,,30-08-2018 20:31,2018,8,Thursday,20,Part Two,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I182069787,724,Auto Theft,AUTO THEFT,C11,362,,10-08-2018 16:00,2018,8,Friday,16,Part One,ALLSTON ST,42.29325616,-71.06724012,"(42.29325616, -71.06724012)"
I182069786,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",D4,129,,30-08-2018 20:34,2018,8,Thursday,20,Part Two,BERKELEY ST,42.35125126,-71.07305182,"(42.35125126, -71.07305182)"
I182069784,2647,Other,THREATS TO DO BODILY HARM,C11,341,,30-08-2018 20:14,2018,8,Thursday,20,Part Two,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I182069783,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,805,,30-08-2018 19:56,2018,8,Thursday,19,Part Three,PORTSMOUTH ST,42.35882783,-71.14441755,"(42.35882783, -71.14441755)"
I182069782,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,207,,29-08-2018 21:50,2018,8,Wednesday,21,Part Two,CONGRESS ST,42.34825318,-71.04100643,"(42.34825318, -71.04100643)"
I182069780,3114,Investigate Property,INVESTIGATE PROPERTY,C11,823,,30-08-2018 19:05,2018,8,Thursday,19,Part Three,STOUGHTON ST,42.31551723,-71.06171688,"(42.31551723, -71.06171688)"
I182069777,1402,Vandalism,VANDALISM,B2,901,,30-08-2018 20:05,2018,8,Thursday,20,Part Two,MCGREEVEY WAY,42.33431859,-71.0962111,"(42.33431859, -71.09621110)"
I182069776,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,379,,30-08-2018 20:03,2018,8,Thursday,20,Part Three,MINOT ST,42.28426345,-71.05253556,"(42.28426345, -71.05253556)"
I182069775,3301,Verbal Disputes,VERBAL DISPUTE,B3,433,,30-08-2018 19:28,2018,8,Thursday,19,Part Three,NELSON ST,42.28267661,-71.08283064,"(42.28267661, -71.08283064)"
I182069774,2647,Other,THREATS TO DO BODILY HARM,B3,417,,30-08-2018 18:48,2018,8,Thursday,18,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182069774,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,417,,30-08-2018 18:48,2018,8,Thursday,18,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182069774,1402,Vandalism,VANDALISM,B3,417,,30-08-2018 18:48,2018,8,Thursday,18,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182069773,3301,Verbal Disputes,VERBAL DISPUTE,B2,296,,30-08-2018 19:07,2018,8,Thursday,19,Part Three,MONTROSE ST,42.32353791,-71.08134501,"(42.32353791, -71.08134501)"
I182069772,3115,Investigate Person,INVESTIGATE PERSON,B3,465,,30-08-2018 20:15,2018,8,Thursday,20,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182069771,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",E13,506,,30-08-2018 20:14,2018,8,Thursday,20,Part Two,ELDRIDGE RD,42.29233925,-71.11680936,"(42.29233925, -71.11680936)"
I182069771,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,506,,30-08-2018 20:14,2018,8,Thursday,20,Part Two,ELDRIDGE RD,42.29233925,-71.11680936,"(42.29233925, -71.11680936)"
I182069770,3125,Warrant Arrests,WARRANT ARREST,E13,303,,30-08-2018 19:03,2018,8,Thursday,19,Part Three,ATHERTON ST,42.31875855,-71.10212209,"(42.31875855, -71.10212209)"
I182069769,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,429,,30-08-2018 19:08,2018,8,Thursday,19,Part Three,WILDWOOD ST,42.28329468,-71.08824065,"(42.28329468, -71.08824065)"
I182069768,3201,Property Lost,PROPERTY - LOST,A1,120,,30-08-2018 19:00,2018,8,Thursday,19,Part Three,CHARLES ST,42.35427162,-71.06838613,"(42.35427162, -71.06838613)"
I182069767,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,304,,30-08-2018 18:23,2018,8,Thursday,18,Part Two,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
I182069766,2647,Other,THREATS TO DO BODILY HARM,D14,761,,30-08-2018 18:26,2018,8,Thursday,18,Part Two,ARLINGTON ST,42.35264487,-71.15907019,"(42.35264487, -71.15907019)"
I182069765,3125,Warrant Arrests,WARRANT ARREST,B2,265,,30-08-2018 19:03,2018,8,Thursday,19,Part Three,MARVIN ST,42.32988771,-71.08445915,"(42.32988771, -71.08445915)"
I182069764,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,186,,30-08-2018 19:52,2018,8,Thursday,19,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182069763,3301,Verbal Disputes,VERBAL DISPUTE,C6,936,,30-08-2018 18:54,2018,8,Thursday,18,Part Three,ORTON-MAROTTA WAY,42.33731824,-71.0538321,"(42.33731824, -71.05383210)"
I182069759,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D14,781,,25-08-2018 19:35,2018,8,Saturday,19,Part Two,DUSTIN ST,42.35461588,-71.14434075,"(42.35461588, -71.14434075)"
I182069758,617,Larceny,LARCENY THEFT FROM BUILDING,E13,504,,29-08-2018 08:30,2018,8,Wednesday,8,Part One,MEYER ST,42.28807981,-71.11467175,"(42.28807981, -71.11467175)"
I182069756,3410,Towed,TOWED MOTOR VEHICLE,D14,791,,30-08-2018 18:13,2018,8,Thursday,18,Part Three,SUMMIT AVE,42.34548055,-71.14046685,"(42.34548055, -71.14046685)"
I182069755,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,410,,28-08-2018 20:30,2018,8,Tuesday,20,Part Three,MORTON ST,42.27657427,-71.0757397,"(42.27657427, -71.07573970)"
I182069753,3207,Property Found,PROPERTY - FOUND,B3,472,,30-08-2018 19:21,2018,8,Thursday,19,Part Three,ALMONT ST,42.2752767,-71.09554245,"(42.27527670, -71.09554245)"
I182069751,613,Larceny,LARCENY SHOPLIFTING,D4,627,,30-08-2018 17:55,2018,8,Thursday,17,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182069751,3125,Warrant Arrests,WARRANT ARREST,D4,627,,30-08-2018 17:55,2018,8,Thursday,17,Part Three,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182069750,619,Larceny,LARCENY ALL OTHERS,D4,620,,30-08-2018 19:19,2018,8,Thursday,19,Part One,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
I182069750,617,Larceny,LARCENY THEFT FROM BUILDING,D4,620,,30-08-2018 19:19,2018,8,Thursday,19,Part One,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
I182069749,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,352,,30-08-2018 18:32,2018,8,Thursday,18,Part Three,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I182069748,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,30-08-2018 18:04,2018,8,Thursday,18,Part Three,KILMARNOCK ST,,,"(0.00000000, 0.00000000)"
I182069747,619,Larceny,LARCENY ALL OTHERS,B3,469,,13-08-2018 00:00,2018,8,Monday,0,Part One,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)"
I182069746,3207,Property Found,PROPERTY - FOUND,D4, ,,30-08-2018 18:12,2018,8,Thursday,18,Part Three,,42.34787894,-71.08559518,"(42.34787894, -71.08559518)"
I182069745,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,476,,30-08-2018 18:00,2018,8,Thursday,18,Part Three,CUMMINS HWY,42.2680362,-71.09484348,"(42.26803620, -71.09484348)"
I182069744,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1,99,,30-08-2018 18:45,2018,8,Thursday,18,Part Three,CONGRESS ST,42.35758403,-71.05640108,"(42.35758403, -71.05640108)"
I182069743,619,Larceny,LARCENY ALL OTHERS,C11,340,,25-08-2018 14:00,2018,8,Saturday,14,Part One,ADAMS ST,42.3078206,-71.06336696,"(42.30782060, -71.06336696)"
I182069742,613,Larceny,LARCENY SHOPLIFTING,D4,146,,29-08-2018 12:13,2018,8,Wednesday,12,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I182069741,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,134,,30-08-2018 18:55,2018,8,Thursday,18,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I182069740,3301,Verbal Disputes,VERBAL DISPUTE,B2,297,,30-08-2018 17:55,2018,8,Thursday,17,Part Three,MILLS ST,42.32130608,-71.08343731,"(42.32130608, -71.08343731)"
I182069739,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,675,,30-08-2018 18:31,2018,8,Thursday,18,Part Three,CONGREVE ST,42.28799136,-71.1364947,"(42.28799136, -71.13649470)"
I182069738,619,Larceny,LARCENY ALL OTHERS,A1,119,,30-08-2018 16:00,2018,8,Thursday,16,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I182069737,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,186,,30-08-2018 17:44,2018,8,Thursday,17,Part Two,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182069737,613,Larceny,LARCENY SHOPLIFTING,C6,186,,30-08-2018 17:44,2018,8,Thursday,17,Part One,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I182069736,1402,Vandalism,VANDALISM,A7,30,,29-08-2018 21:00,2018,8,Wednesday,21,Part Two,COTTAGE ST,42.37010622,-71.03261984,"(42.37010622, -71.03261984)"
I182069734,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2, ,,30-08-2018 16:32,2018,8,Thursday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069734,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2, ,,30-08-2018 16:32,2018,8,Thursday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069734,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2, ,,30-08-2018 16:32,2018,8,Thursday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182069733,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,181,,30-08-2018 17:41,2018,8,Thursday,17,Part Two,NORFOLK AVE,42.32587659,-71.07024947,"(42.32587659, -71.07024947)"
I182069733,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,181,,30-08-2018 17:41,2018,8,Thursday,17,Part Two,NORFOLK AVE,42.32587659,-71.07024947,"(42.32587659, -71.07024947)"
I182069732,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,,30-08-2018 17:50,2018,8,Thursday,17,Part Three,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182069731,2647,Other,THREATS TO DO BODILY HARM,C11,402,,29-08-2018 15:30,2018,8,Wednesday,15,Part Two,WASHINGTON ST,42.28277895,-71.07135525,"(42.28277895, -71.07135525)"
I182069730,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,359,,30-08-2018 17:53,2018,8,Thursday,17,Part Three,REGINA RD,42.29524857,-71.07108773,"(42.29524857, -71.07108773)"
I182069729,617,Larceny,LARCENY THEFT FROM BUILDING,C11,337,,30-08-2018 17:23,2018,8,Thursday,17,Part One,COLUMBIA RD,42.30889362,-71.07410474,"(42.30889362, -71.07410474)"
I182069727,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,C11,402,,30-08-2018 17:53,2018,8,Thursday,17,Part Three,ARMANDINE ST,42.28451426,-71.07153078,"(42.28451426, -71.07153078)"
I182069725,3125,Warrant Arrests,WARRANT ARREST,E5,681,,30-08-2018 17:26,2018,8,Thursday,17,Part Three,DURNELL AVE,42.282431,-71.13375322,"(42.28243100, -71.13375322)"
I182069724,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,355,,30-08-2018 18:16,2018,8,Thursday,18,Part Two,ADAMS ST,42.2972764,-71.05667294,"(42.29727640, -71.05667294)"
I182069723,3125,Warrant Arrests,WARRANT ARREST,A1,105,,30-08-2018 17:11,2018,8,Thursday,17,Part Three,SUMMER ST,42.35450139,-71.05916774,"(42.35450139, -71.05916774)"
I182069722,2629,Harassment,HARASSMENT,B2,318,,25-07-2018 12:50,2018,7,Wednesday,12,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
I182069720,3201,Property Lost,PROPERTY - LOST,C11,361,,28-08-2018 13:00,2018,8,Tuesday,13,Part Three,CENTRE ST,42.29214327,-71.06522778,"(42.29214327, -71.06522778)"
I182069719,613,Larceny,LARCENY SHOPLIFTING,D4,143,,30-08-2018 16:09,2018,8,Thursday,16,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069718,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,119,,30-08-2018 17:36,2018,8,Thursday,17,Part Three,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I182069717,3410,Towed,TOWED MOTOR VEHICLE,D14,776,,30-08-2018 15:57,2018,8,Thursday,15,Part Three,COMMONWEALTH AVE,42.3418213,-71.14644942,"(42.34182130, -71.14644942)"
I182069716,3115,Investigate Person,INVESTIGATE PERSON,C11,355,,30-08-2018 18:02,2018,8,Thursday,18,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182069715,619,Larceny,LARCENY ALL OTHERS,D4,155,,30-08-2018 13:30,2018,8,Thursday,13,Part One,CONCORD SQ,42.34138415,-71.07898883,"(42.34138415, -71.07898883)"
I182069713,3301,Verbal Disputes,VERBAL DISPUTE,E18,544,,30-08-2018 16:20,2018,8,Thursday,16,Part Three,SUMMER ST,42.26089606,-71.12488672,"(42.26089606, -71.12488672)"
I182069712,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,29-08-2018 22:30,2018,8,Wednesday,22,Part One,GARDNER ST,42.35367844,-71.12861785,"(42.35367844, -71.12861785)"
I182069711,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,547,,30-08-2018 13:45,2018,8,Thursday,13,Part Three,HALLRON ST,42.26846689,-71.12869578,"(42.26846689, -71.12869578)"
I182069710,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,476,,30-08-2018 08:00,2018,8,Thursday,8,Part Three,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I182069709,3115,Investigate Person,INVESTIGATE PERSON,B3,444,,30-08-2018 16:06,2018,8,Thursday,16,Part Three,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I182069708,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A7,15,,30-08-2018 17:09,2018,8,Thursday,17,Part Two,SARATOGA ST,42.38279978,-71.01977077,"(42.38279978, -71.01977077)"
I182069708,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,15,,30-08-2018 17:09,2018,8,Thursday,17,Part Two,SARATOGA ST,42.38279978,-71.01977077,"(42.38279978, -71.01977077)"
